Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
20462,0.4,Ideal,H,VVS1,62.2,55.0,4.75,4.7,2.94,1088
194,0.61,Ideal,F,VVS2,61.7,55.0,5.45,5.48,3.37,2833
14588,0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,788
14709,0.73,Ideal,H,IF,62.3,55.0,5.77,5.79,3.6,3785
20011,0.7,Very Good,G,VVS1,63.1,56.0,5.64,5.67,3.57,3073
15444,0.72,Very Good,F,VVS2,63.4,56.0,5.68,5.71,3.61,3338
19741,1.02,Good,D,SI2,61.5,61.0,6.34,6.41,3.92,4318
2951,1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,11520
25680,0.3,Very Good,E,VS2,61.6,61.0,4.26,4.31,2.64,585
25224,0.41,Ideal,D,SI1,60.5,57.0,4.81,4.85,2.92,744
9220,0.31,Premium,H,VS2,62.7,59.0,4.32,4.29,2.7,628
12390,0.43,Ideal,D,SI1,62.5,55.0,4.8,4.83,3.01,774
7485,0.9,Good,F,VVS1,64.2,56.0,6.07,6.02,3.88,6124
7887,0.91,Premium,H,SI1,61.4,56.0,6.09,5.97,3.7,2763
13763,1.23,Ideal,F,VVS2,61.9,55.0,6.92,6.89,4.27,11927
3019,0.3,Premium,D,SI1,60.6,60.0,4.32,4.3,2.61,709
24139,1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,8133
6068,1.01,Fair,F,SI1,65.9,60.0,6.25,6.17,4.09,4561
16297,0.7,Ideal,I,VS2,61.1,57.0,5.7,5.75,3.5,2111
24865,2.01,Good,I,VS2,59.0,64.0,8.25,8.19,4.85,11115
5548,1.1,Ideal,F,VVS1,62.7,57.0,6.57,6.63,4.14,10861
14460,0.5,Premium,E,VS2,62.9,59.0,5.09,5.06,3.19,1746
5366,1.51,Premium,F,VS2,62.2,60.0,7.25,7.34,4.54,13474
15516,0.52,Ideal,D,VS1,62.2,56.0,5.16,5.13,3.2,2296
9143,0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,766
22123,0.72,Very Good,E,SI1,61.6,58.0,5.74,5.78,3.55,2688
805,0.41,Premium,F,VS1,61.2,57.0,4.8,4.77,2.93,1076
10757,1.2,Ideal,I,SI1,61.8,56.0,6.77,6.8,4.19,5412
19265,1.01,Premium,E,VS2,60.4,58.0,6.51,6.47,3.92,6787
3638,1.02,Premium,D,SI2,59.3,60.0,6.56,6.52,3.88,4583
13184,0.9,Good,E,SI1,63.8,56.0,6.09,6.17,3.91,3510
18626,0.3,Ideal,F,VS2,60.5,56.0,4.37,4.33,2.63,828
17743,1.54,Ideal,G,VS2,60.8,57.0,7.44,7.46,4.53,15395
26724,0.71,Premium,D,VS2,62.4,59.0,5.73,5.68,3.56,3161
13112,0.32,Ideal,G,IF,61.3,56.0,4.4,4.44,2.71,918
19649,1.0,Good,F,SI1,63.6,58.0,6.27,6.31,4.0,4851
3369,1.0,Fair,F,SI2,65.7,61.0,6.13,6.11,4.02,3443
19355,1.12,Premium,H,SI1,61.6,59.0,6.67,6.63,4.1,5363
18469,1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,6612
18941,1.17,Ideal,G,VVS1,61.9,56.0,6.73,6.78,4.18,9799
2391,0.41,Ideal,G,VVS1,60.2,57.0,4.8,4.83,2.9,1076
16632,0.9,Ideal,G,VVS2,61.9,56.0,6.15,6.22,3.83,5335
15093,0.27,Very Good,F,VVS1,62.0,55.0,4.16,4.16,2.59,591
20477,2.09,Ideal,H,SI2,62.0,59.0,8.15,8.2,5.07,15589
23920,1.5,Good,H,VS2,64.0,58.0,7.14,7.17,4.58,9620
5563,0.53,Ideal,E,VS2,62.0,55.0,5.21,5.17,3.22,1727
10489,0.32,Ideal,G,VS2,61.8,55.0,4.43,4.41,2.73,720
26296,0.35,Premium,I,VS1,61.1,60.0,4.58,4.52,2.78,709
23046,1.07,Ideal,H,VVS2,61.3,57.0,6.6,6.62,4.05,7821
24324,0.38,Ideal,H,VS1,60.6,57.0,4.73,4.7,2.85,1117
21033,2.02,Premium,J,SI2,62.7,60.0,7.98,8.1,5.04,11463
5484,0.52,Very Good,D,SI1,,58.0,5.14,5.22,3.19,1429
875,1.0,Good,G,SI2,61.7,63.0,6.36,6.37,3.93,4493
24573,0.9,Good,E,SI1,58.1,64.0,6.26,6.28,3.64,3884
3303,1.02,Very Good,H,SI1,61.0,59.0,6.48,6.53,3.97,5455
15741,1.14,Ideal,I,SI1,62.3,58.0,6.65,6.7,4.16,5469
5553,0.24,Ideal,I,VVS1,62.3,57.0,3.98,3.95,2.47,432
17622,0.65,Very Good,D,VVS2,57.7,60.0,5.69,5.74,3.3,3025
16749,0.75,Very Good,E,SI1,61.5,58.0,5.82,5.86,3.59,2923
17844,0.34,Very Good,D,SI1,59.6,59.0,4.55,4.57,2.72,626
676,2.14,Premium,H,SI1,62.3,58.0,8.28,8.22,5.14,14490
17729,1.27,Very Good,G,VVS2,61.5,58.0,6.9,6.96,4.26,10321
7644,0.27,Ideal,E,VS2,61.0,55.0,4.18,4.2,2.56,577
21522,0.31,Premium,E,SI1,62.3,56.0,4.4,4.37,2.73,698
24219,0.24,Very Good,E,VS1,60.1,57.0,4.08,4.1,2.46,378
6256,1.9,Ideal,I,SI2,60.9,55.0,8.0,8.06,4.89,12165
19615,0.4,Ideal,G,VVS1,62.0,55.0,4.74,4.78,2.95,1043
26560,0.31,Ideal,D,SI1,61.0,57.0,4.41,4.38,2.68,732
5536,0.31,Ideal,G,IF,61.6,56.0,4.38,4.42,2.71,891
12560,0.31,Premium,E,IF,61.0,59.0,4.36,4.39,2.67,1060
695,0.71,Ideal,E,SI2,,57.0,5.74,5.78,3.54,2470
5576,0.73,Premium,H,SI2,61.2,59.0,5.83,5.77,3.55,1699
3549,0.31,Ideal,E,VS2,61.6,56.0,4.37,4.4,2.7,680
558,1.25,Premium,F,VS2,61.5,60.0,6.93,6.89,4.25,8840
22907,0.34,Ideal,H,VVS1,62.3,54.0,4.46,4.5,2.79,722
25560,1.07,Very Good,G,VS2,62.3,57.0,6.56,6.47,4.06,6274
14847,1.13,Ideal,G,VS2,62.7,57.0,6.65,6.68,4.18,6525
1782,0.54,Ideal,E,VS2,62.4,56.0,5.23,5.19,3.25,1765
21927,1.51,Very Good,I,SI1,61.4,60.0,7.37,7.33,4.51,8073
16620,0.51,Ideal,D,SI2,61.9,56.0,5.1,5.15,3.17,1264
2337,0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,504
16049,1.01,Very Good,I,SI2,61.8,60.0,6.34,6.37,3.93,3885
17801,0.57,Ideal,G,VVS2,60.7,55.0,5.34,5.36,3.25,2095
22639,0.7,Good,E,SI2,63.6,65.0,5.67,5.55,3.57,2032
110,0.41,Very Good,H,VVS2,62.0,56.0,4.77,4.81,2.97,873
15930,0.25,Ideal,G,VVS2,,54.0,4.05,4.08,2.52,525
3033,0.31,Premium,J,VS2,62.5,60.0,4.36,4.31,2.71,488
12798,1.02,Good,G,VS2,63.8,59.0,6.34,6.27,4.02,6080
12612,1.52,Premium,D,SI1,58.4,60.0,7.57,7.52,4.41,12342
7078,2.01,Very Good,H,SI2,63.4,60.0,7.97,7.89,5.03,11780
9123,0.3,Premium,J,VS1,61.9,56.0,4.32,4.28,2.66,506
9162,1.02,Premium,E,VVS1,62.2,57.0,6.59,6.4,4.04,10867
6272,1.03,Good,H,SI1,63.1,56.0,6.35,6.39,4.02,4326
12262,0.9,Very Good,G,SI2,62.6,60.0,6.1,6.16,3.84,3593
17764,1.52,Premium,I,SI2,59.8,62.0,7.47,7.41,4.45,8010
16479,1.01,Ideal,D,SI2,61.6,57.0,6.32,6.45,3.93,5051
6261,0.72,Premium,G,VS2,62.4,57.0,5.73,5.72,3.57,2441
8743,0.65,Very Good,H,SI2,62.0,56.0,5.53,5.56,3.44,1331
9683,0.44,Ideal,G,IF,61.3,55.0,4.91,4.95,3.02,1378
26318,0.71,Very Good,I,VS1,62.3,60.0,5.69,5.73,3.56,2326
22752,0.38,Very Good,I,VVS1,63.5,57.0,4.6,4.63,2.93,752
9416,1.52,Good,G,VS1,64.0,58.0,7.22,7.18,4.61,13903
5169,0.7,Premium,H,VVS1,59.2,60.0,5.87,5.78,3.45,2840
10989,0.41,Very Good,D,SI2,62.7,58.0,4.75,4.78,2.99,683
18216,0.4,Very Good,E,SI1,60.8,62.0,4.72,4.76,2.88,687
9224,1.05,Ideal,G,VVS2,60.4,54.0,6.6,6.65,4.0,9000
20162,0.31,Very Good,G,VS1,63.3,57.0,4.31,4.28,2.72,749
22981,0.5,Ideal,D,VS1,61.6,57.0,5.09,5.13,3.15,1923
2635,0.98,Very Good,G,SI2,62.2,57.0,6.33,6.37,3.95,4542
19817,0.4,Ideal,E,VVS2,61.5,56.0,4.74,4.79,2.93,1158
2655,1.01,Very Good,D,SI2,63.1,54.0,6.43,6.37,4.04,4338
7725,2.13,Premium,G,SI2,60.7,60.0,8.37,8.27,5.05,16931
1458,0.72,Good,F,SI1,63.9,62.0,5.7,5.63,3.62,2229
3243,0.41,Ideal,D,SI1,62.7,56.0,4.73,4.78,2.98,791
7728,0.31,Ideal,F,VS2,62.3,57.0,4.3,4.34,2.69,625
11386,0.38,Premium,D,VVS2,60.0,62.0,4.73,4.7,2.83,1257
24574,0.46,Good,G,VS1,59.5,61.4,4.95,5.0,2.96,1179
16163,2.02,Ideal,H,SI2,,57.0,8.01,8.06,5.06,15974
19538,1.51,Ideal,I,VS2,61.6,57.0,7.34,7.28,4.5,9352
12577,0.51,Ideal,E,VVS1,61.9,54.0,5.11,5.17,3.18,2720
19204,0.78,Premium,D,SI1,60.9,55.0,6.0,5.93,3.63,3145
5598,1.34,Ideal,J,SI2,62.0,56.0,7.09,7.03,4.38,5358
17434,0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,2681
4868,0.41,Premium,F,VS2,61.1,56.0,4.84,4.79,2.94,1107
21382,1.51,Good,H,SI2,61.0,56.0,7.29,7.37,4.47,8243
15717,0.7,Premium,G,VS2,62.1,60.0,5.71,5.65,3.53,2314
19678,0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,579
2183,0.92,Premium,F,SI2,58.1,58.0,6.46,6.41,3.74,3282
25949,1.06,Very Good,E,IF,62.4,55.0,6.5,6.54,4.07,12642
14989,1.57,Very Good,J,VS2,62.6,60.0,7.34,7.41,4.62,7813
10538,0.9,Good,H,SI1,62.8,62.0,6.05,6.09,3.81,3447
2153,0.33,Ideal,I,IF,61.6,55.0,4.47,4.46,2.75,891
19704,0.6,Premium,E,SI1,59.4,60.0,5.57,5.51,3.29,1771
21542,0.31,Ideal,G,VVS1,61.7,54.0,4.36,4.39,2.7,789
25539,0.32,Premium,H,VS1,62.4,58.0,4.4,4.35,2.73,720
12790,0.39,Ideal,I,SI1,62.4,54.0,4.67,4.69,2.92,534
19043,0.35,Premium,J,VS1,62.2,58.0,4.54,4.49,2.81,591
2592,0.9,Fair,D,SI1,65.7,65.0,6.06,5.94,3.94,3751
971,0.37,Premium,E,SI1,59.3,58.0,4.75,4.73,2.81,833
25637,1.57,Ideal,E,SI2,61.4,56.0,7.52,7.44,4.59,10550
8186,1.3,Ideal,G,VS2,62.3,55.0,7.0,6.93,4.34,9540
16883,0.59,Ideal,E,SI1,62.2,57.0,5.34,5.37,3.33,1630
8847,0.7,Premium,F,SI2,59.5,61.0,5.78,5.68,3.41,1662
11963,1.25,Ideal,G,IF,60.2,54.0,6.99,7.03,4.22,11511
5252,0.59,Ideal,D,SI2,62.3,55.0,5.41,5.38,3.36,1572
22997,0.74,Premium,D,VS2,59.3,60.0,5.89,5.91,3.5,3353
7364,0.41,Premium,J,VS1,62.1,58.0,4.79,4.75,2.96,830
8325,0.59,Very Good,D,VS2,62.9,56.7,5.37,5.39,3.38,2200
8704,1.86,Very Good,J,VS2,,55.0,7.81,7.9,4.91,10798
21941,0.46,Ideal,E,VVS1,62.6,53.0,4.93,4.97,3.1,1816
129,0.31,Fair,G,VVS2,65.5,58.0,4.25,4.24,2.78,629
16803,2.0,Very Good,I,SI2,63.1,56.0,7.98,7.84,5.0,9435
12751,1.03,Ideal,E,SI1,62.0,55.0,6.46,6.5,4.02,5411
15832,0.37,Premium,D,VS1,61.9,58.0,4.56,4.62,2.84,941
25620,1.24,Ideal,H,VS2,61.4,57.0,6.92,6.88,4.24,5683
22493,1.07,Premium,D,VS1,62.0,60.0,6.55,6.49,4.04,8359
2555,1.01,Good,E,VVS1,63.1,57.0,6.36,6.39,4.02,10696
20176,0.61,Very Good,E,SI1,62.1,55.0,5.43,5.46,3.38,1829
1584,0.38,Premium,D,VVS1,61.4,59.0,4.63,4.66,2.85,1400
13075,0.35,Ideal,I,VS1,,54.0,4.54,4.57,2.83,571
9433,0.53,Ideal,G,VVS2,60.6,56.0,5.25,5.28,3.19,1932
13273,1.01,Very Good,D,SI1,61.1,58.0,6.46,6.51,3.96,5619
2122,0.71,Premium,F,SI1,62.7,58.0,5.74,5.68,3.58,2381
19083,1.01,Fair,G,SI2,65.1,58.0,6.29,6.21,4.07,3461
23585,0.74,Very Good,G,SI2,63.0,56.0,5.75,5.77,3.63,2277
25045,2.01,Premium,J,VS2,60.4,59.0,8.15,8.1,4.91,13744
22559,1.52,Ideal,F,VS2,,55.0,7.37,7.33,4.58,11405
22847,0.4,Very Good,F,VVS2,63.0,57.0,4.63,4.7,2.94,963
23085,0.62,Ideal,G,SI2,62.1,55.0,5.46,5.49,3.4,1327
7665,0.57,Very Good,F,VVS2,62.6,58.0,5.32,5.38,3.34,1902
15547,1.24,Premium,I,VS2,61.2,58.0,6.94,6.89,4.23,4858
21919,0.73,Premium,E,SI1,62.2,59.0,5.77,5.68,3.56,2821
9079,1.5,Good,J,VS2,59.6,60.0,7.31,7.38,4.38,7368
3862,1.0,Premium,F,VS2,61.7,56.0,6.48,6.39,3.97,6608
2806,1.47,Fair,H,I1,,59.0,6.98,6.94,4.64,4898
25470,0.43,Premium,D,SI1,60.1,58.0,4.93,4.89,2.95,1064
18068,0.42,Premium,G,VS2,59.5,59.0,4.83,4.89,2.89,847
9809,1.46,Ideal,G,VS2,62.3,56.0,7.28,7.2,4.51,10302
9672,1.24,Very Good,E,VS1,62.0,58.0,6.9,6.96,4.3,10185
8070,0.39,Premium,J,VS1,61.0,62.0,4.71,4.66,2.86,790
21311,0.31,Ideal,H,VS1,61.6,54.8,4.35,4.37,2.69,557
19123,1.0,Premium,D,SI1,61.5,60.0,6.34,6.38,3.91,5390
7072,0.35,Ideal,D,VS2,61.8,55.0,4.56,4.53,2.81,1063
11763,1.01,Very Good,H,SI2,63.4,57.0,6.39,6.32,4.03,3592
20556,0.41,Very Good,G,VS2,61.7,61.0,4.7,4.74,2.91,827
11056,1.5,Very Good,F,SI2,62.9,55.0,7.26,7.28,4.57,9817
15425,1.01,Very Good,E,VS2,63.0,60.0,6.32,6.35,3.99,6221
25386,0.27,Very Good,F,VVS2,61.3,57.0,4.14,4.18,2.54,682
14765,0.7,Fair,E,SI2,64.6,53.0,5.58,5.63,3.62,2092
19980,0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,2834
1768,0.34,Ideal,G,VVS2,62.4,53.0,4.49,4.52,2.81,751
16067,0.31,Ideal,I,SI1,62.1,54.0,4.37,4.39,2.72,436
18113,0.54,Good,E,VVS1,60.3,61.0,5.3,5.32,3.2,2697
1716,0.81,Ideal,H,SI2,61.4,57.0,6.0,5.96,3.67,2375
10284,1.2,Very Good,G,SI1,61.9,58.0,6.74,6.79,4.19,7372
1903,1.06,Ideal,G,SI2,61.0,56.0,6.62,6.56,4.02,3321
16942,1.59,Ideal,H,SI1,61.4,55.0,7.56,7.51,4.63,10284
5534,1.42,Very Good,E,SI1,61.1,62.0,7.17,7.2,4.39,9278
12009,0.31,Ideal,I,VVS1,62.0,54.0,4.34,4.37,2.7,571
15240,0.9,Premium,E,SI1,62.3,56.0,6.21,6.14,3.85,4502
5965,1.07,Very Good,E,VS1,62.0,60.0,6.49,6.58,4.05,7768
24271,0.77,Ideal,J,VS2,62.5,57.0,5.8,5.91,3.66,2257
17503,0.3,Ideal,E,VS2,62.1,55.0,4.32,4.35,2.69,621
9557,0.77,Ideal,E,VS2,61.0,56.0,5.91,5.96,3.62,3303
14420,0.7,Very Good,D,VS2,63.2,60.0,5.61,5.56,3.53,3033
17295,1.52,Ideal,I,VVS1,61.9,56.0,7.37,7.34,4.55,11168
9850,1.73,Good,E,I1,63.6,59.0,7.6,7.56,4.82,8370
8700,0.77,Ideal,J,VS2,61.9,54.0,5.89,5.94,3.66,2292
1543,1.05,Ideal,G,VVS2,62.2,56.0,6.49,6.53,4.05,8645
4374,0.28,Very Good,E,VVS1,59.6,59.0,4.3,4.33,2.57,642
2702,0.7,Good,E,SI1,63.5,58.0,5.62,5.65,3.58,2569
18672,0.43,Premium,D,SI1,61.2,60.0,4.84,4.8,2.95,993
4700,0.3,Ideal,E,VVS2,62.3,54.1,4.28,4.34,2.69,779
6352,0.32,Premium,D,VS2,62.0,57.0,4.42,4.38,2.73,972
25384,0.71,Ideal,F,VS1,61.1,56.0,5.75,5.78,3.52,3404
20337,1.52,Ideal,E,VS2,62.2,57.0,7.34,7.38,4.58,15239
23552,0.51,Good,G,VVS2,,56.0,5.27,5.35,3.06,1885
14139,2.01,Ideal,H,SI1,61.9,57.0,8.14,8.05,5.01,17403
19813,1.14,Very Good,I,SI1,63.5,56.0,6.62,6.58,4.19,4788
4323,1.0,Premium,E,SI2,61.2,60.0,6.45,6.42,3.94,4704
14833,0.35,Ideal,F,VS2,61.4,56.0,4.56,4.53,2.79,906
6889,0.72,Ideal,J,VVS2,61.6,56.0,5.76,5.73,3.54,1996
11778,1.11,Good,J,SI1,63.6,58.0,6.57,6.48,4.15,3916
21680,0.76,Ideal,G,SI1,61.2,57.0,5.85,5.9,3.59,3212
23711,1.52,Very Good,H,SI2,62.8,58.0,7.25,7.3,4.57,8408
4050,0.31,Ideal,H,VVS2,61.5,56.0,4.37,4.35,2.68,802
5732,1.01,Very Good,D,SI2,62.0,59.0,6.36,6.4,3.96,4528
8445,0.9,Very Good,D,SI1,61.5,58.0,6.15,6.21,3.8,4381
15915,0.3,Premium,E,VS2,62.9,58.0,4.24,4.22,2.66,844
7360,0.43,Premium,D,VS2,60.2,59.0,4.88,4.92,2.95,1056
2647,0.7,Very Good,J,SI1,61.1,60.0,5.66,5.7,3.47,1959
3428,1.51,Premium,D,SI1,62.5,60.0,7.27,7.23,4.54,11760
10165,0.7,Very Good,F,SI1,,59.0,5.64,5.68,3.49,2313
23154,0.73,Ideal,E,SI2,61.0,57.0,5.81,5.87,3.56,2434
2303,0.31,Ideal,F,VVS2,61.2,56.0,4.39,4.37,2.68,977
8622,0.35,Ideal,J,VS2,61.8,55.0,4.54,4.56,2.81,446
24238,0.41,Ideal,J,VS2,61.7,55.0,4.79,4.81,2.96,587
8911,1.22,Ideal,H,VS1,62.7,55.0,6.82,6.73,4.25,5773
11495,1.13,Very Good,F,SI2,62.3,59.0,6.65,6.68,4.15,4282
24538,0.38,Very Good,H,VVS1,60.0,57.0,4.75,4.79,2.86,975
2615,0.42,Ideal,F,VVS1,62.0,55.0,4.81,4.84,2.99,1326
13442,0.72,Ideal,E,VS2,60.8,57.0,5.79,5.82,3.53,3091
25379,0.7,Fair,F,SI1,66.0,56.0,5.59,5.56,3.68,2121
703,0.32,Good,I,SI1,63.9,55.0,4.36,4.34,2.78,554
18707,1.0,Good,E,VS1,60.6,63.0,6.28,6.42,3.85,6822
18805,0.26,Ideal,E,VVS2,61.3,57.0,4.12,4.15,2.53,733
1165,0.57,Ideal,H,SI1,61.6,60.0,5.33,5.35,3.29,1304
10283,1.35,Ideal,J,VS1,62.3,54.0,7.17,7.06,4.43,6048
3939,1.01,Ideal,G,VS2,60.1,55.0,6.53,6.58,3.94,6512
15576,0.36,Very Good,E,VS2,59.9,55.0,4.66,4.69,2.8,631
10292,1.03,Very Good,G,SI1,63.1,58.0,6.41,6.37,4.03,4903
17535,0.45,Ideal,I,VS1,61.6,54.0,4.95,4.99,3.06,825
12270,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,641
17599,0.33,Very Good,I,VVS1,61.7,61.0,4.43,4.45,2.74,608
12596,0.57,Premium,D,VS2,61.9,58.0,5.35,5.32,3.3,2047
8243,0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,3238
16341,1.23,Premium,H,VVS2,62.8,56.0,6.9,6.82,4.31,8004
24729,0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,990
14612,0.71,Premium,H,VS1,62.9,57.0,5.72,5.67,3.58,2572
3646,1.07,Premium,G,I1,62.3,60.0,6.55,6.51,4.07,3547
4735,0.57,Ideal,E,VS1,60.8,54.8,5.36,5.4,3.27,2061
6850,0.32,Very Good,D,VVS2,60.0,57.0,4.45,4.49,2.68,809
14820,0.31,Ideal,F,VVS2,61.2,56.0,4.37,4.39,2.68,761
14405,0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12,1611
25369,2.4,Ideal,J,SI1,62.0,57.0,8.53,8.47,5.27,12468
4820,1.0,Good,E,SI2,63.7,61.0,6.27,6.32,4.01,3819
24621,0.3,Premium,F,VVS1,62.0,59.0,4.24,4.28,2.64,868
21871,0.73,Very Good,G,VS1,61.0,60.0,5.76,5.84,3.54,2708
20343,0.5,Ideal,D,VS1,61.6,57.0,5.13,5.09,3.15,2025
25465,2.0,Good,E,SI2,64.7,57.0,7.75,7.86,5.05,15393
22194,1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,5759
4663,0.4,Good,F,VS1,63.1,59.0,4.64,4.68,2.94,877
19628,0.28,Ideal,F,IF,,53.0,4.18,4.19,2.62,787
14734,0.71,Ideal,D,SI1,60.2,56.0,5.86,5.83,3.52,2822
11301,0.4,Very Good,E,VVS2,63.5,54.0,4.69,4.73,2.99,1017
26364,0.57,Ideal,E,SI1,61.8,57.0,5.28,5.33,3.28,1608
5531,0.31,Premium,J,SI1,61.9,59.0,4.32,4.28,2.66,465
24798,0.54,Ideal,F,VS1,61.8,54.0,5.24,5.27,3.25,1724
20684,0.7,Premium,H,SI1,62.8,57.0,5.66,5.61,3.54,2331
15156,1.6,Premium,D,SI2,61.9,58.0,7.54,7.49,4.65,10064
16977,0.51,Ideal,G,VS2,60.7,56.0,5.18,5.23,3.16,1557
11309,0.53,Ideal,E,VS2,60.0,57.0,5.3,5.24,3.16,1813
9372,0.9,Premium,E,SI2,61.3,60.0,6.17,6.23,3.8,3662
9616,0.7,Premium,H,SI1,61.1,58.0,5.73,5.69,3.49,2383
16394,0.32,Premium,H,VS2,61.9,58.0,4.39,4.37,2.71,648
1859,0.3,Premium,F,SI1,60.9,58.0,4.37,4.3,2.64,603
22533,0.44,Premium,H,SI2,58.4,60.0,5.05,4.99,2.93,759
3137,1.01,Fair,J,VS2,59.6,62.0,6.54,6.49,3.88,3886
23101,0.53,Ideal,H,SI1,62.0,54.0,5.17,5.22,3.22,1205
16599,0.3,Very Good,E,VS1,61.9,60.0,4.26,4.3,2.65,710
20408,1.01,Very Good,J,SI1,62.2,57.0,6.35,6.39,3.96,4295
20221,0.6,Very Good,D,VS2,61.5,59.0,5.4,5.43,3.33,1984
26878,0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,3831
23131,0.41,Good,D,VS2,63.8,55.0,4.7,4.73,3.01,873
10379,1.28,Very Good,G,VS1,59.2,57.0,7.05,7.13,4.2,8895
25454,0.43,Good,J,SI2,63.7,57.0,4.79,4.76,3.04,629
16070,1.02,Very Good,H,VS2,60.6,60.0,6.55,6.48,3.95,5393
16152,0.34,Very Good,D,SI1,62.8,58.0,4.44,4.48,2.8,626
26922,0.93,Ideal,E,SI1,62.0,56.0,6.25,6.29,3.89,4179
6735,0.31,Very Good,F,VS1,60.6,55.0,4.41,4.43,2.67,675
5314,2.01,Very Good,I,VS1,62.8,59.0,8.02,8.07,5.05,17877
5632,1.11,Ideal,E,VS2,62.2,56.0,6.66,6.59,4.12,7459
17300,1.53,Ideal,G,SI1,61.3,57.0,7.42,7.32,4.52,8529
26209,0.59,Ideal,D,VVS1,62.3,54.0,5.36,5.39,3.35,3791
25097,0.91,Premium,D,SI2,61.2,58.0,6.21,6.25,3.81,3958
19629,1.04,Premium,D,SI2,61.0,59.0,6.51,6.54,3.98,4724
5478,0.57,Ideal,E,VS1,62.1,53.0,5.36,5.41,3.34,1942
5031,1.1,Good,E,SI2,63.3,56.0,6.53,6.58,4.15,4065
12016,0.41,Premium,G,VS1,62.1,60.0,4.78,4.72,2.95,961
12972,0.9,Good,G,SI2,58.4,55.0,6.34,6.39,3.72,3269
2962,0.85,Ideal,H,SI2,61.8,54.0,6.07,6.1,3.76,2635
30,0.71,Good,F,SI2,64.0,58.0,5.65,5.59,3.6,1818
10490,1.27,Very Good,H,SI2,63.1,57.0,6.88,6.84,4.33,4978
14166,0.51,Ideal,D,VS2,61.2,55.0,5.18,5.16,3.16,1882
15359,2.01,Very Good,I,VS1,64.4,56.0,7.84,7.9,5.07,16811
13929,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,2409
9689,0.59,Ideal,E,SI1,61.7,56.0,5.35,5.45,3.33,1633
12966,0.44,Premium,G,SI1,60.1,60.0,4.95,4.86,2.95,990
6707,1.07,Premium,G,VS1,62.0,58.0,6.59,6.53,4.07,6730
2498,1.56,Very Good,H,SI2,58.7,63.0,7.73,7.55,4.49,7583
14530,0.32,Ideal,F,VS2,62.5,56.0,4.37,4.43,2.75,645
7937,0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,1356
8204,0.46,Premium,E,VS1,61.7,59.0,4.96,4.93,3.05,1437
4027,0.35,Very Good,E,SI1,62.9,58.0,4.48,4.52,2.83,614
8206,3.01,Fair,I,SI2,65.8,56.0,8.99,8.94,5.9,18242
8373,1.52,Very Good,I,SI2,59.8,62.0,7.41,7.47,4.45,7866
9060,0.56,Premium,D,SI1,61.0,60.0,5.28,5.25,3.21,1605
4018,1.21,Premium,F,SI2,62.4,60.0,6.77,6.73,4.21,4310
20289,0.9,Good,F,I1,64.3,58.0,6.09,6.05,3.9,2143
15607,0.71,Premium,E,SI2,60.4,61.0,5.79,5.77,3.49,2096
4345,1.01,Good,F,VS2,63.1,59.0,6.31,6.37,4.0,5817
3650,0.3,Ideal,G,VVS2,61.4,57.0,4.29,4.31,2.64,665
25227,0.41,Ideal,G,IF,62.1,57.0,4.76,4.77,2.96,1276
17222,0.24,Very Good,F,VS1,62.0,56.0,3.94,3.99,2.46,417
4794,0.5,Premium,E,SI2,59.4,60.0,5.21,5.16,3.08,1181
19270,1.14,Premium,H,SI1,59.2,58.0,6.86,6.8,4.04,4980
3522,0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,3172
14861,0.9,Very Good,E,SI2,63.4,62.0,6.02,6.0,3.81,3084
26679,1.45,Fair,J,SI2,58.6,68.0,7.45,7.33,4.34,4570
20009,1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,2846
12621,0.3,Ideal,F,VS2,62.0,55.0,4.33,4.31,2.68,776
9930,0.3,Ideal,D,SI1,61.0,56.0,4.35,4.37,2.66,552
2714,0.72,Ideal,H,VS2,62.3,52.0,5.76,5.82,3.61,2548
3498,1.7,Very Good,G,VS1,63.5,56.0,7.64,7.53,4.82,15102
714,0.53,Ideal,D,VVS1,62.0,57.0,5.16,5.2,3.21,2732
14029,0.3,Ideal,I,VS1,62.5,54.0,4.3,4.34,2.7,457
9241,0.5,Ideal,E,VS2,,55.0,5.19,5.16,3.15,1768
